date,headline,description,sentiment
2024-04-18 17:13:29,peter murrell re-arrested over snp finances,The husband of former First Minister Nicola Sturgeon has... read full story ,0.027362665
2024-04-18 17:21:49,german finance minister rejects brazil's proposal to tax super-rich,"BERLIN, April 18 (Reuters) - German Finance Minister Christian Lindner rejected on Thursday Brazil's proposal to tax the super-rich. ""We do not think it is suitable,"" he said in a panel discussion ...",0.110221
2024-04-18 17:21:49,former scottish leader sturgeon's husband re-arrested in party finance ...,"Police have re-arrested Peter Murrell, the husband of former Scottish leader Nicola Sturgeon, in an ongoing investigation into the finances of her pro-independence Scottish National Party (SNP ...",0.017654346
2024-04-18 17:17:20,nicola sturgeon’s husband peter murrell re-arrested amid police investigation into snp funding and finances,"Nicola Sturgeon’s husband Peter Murrell, who is a former SNP chief executive,
has been re-arrested amid a police investigation into the party’s funding and
finances.

It comes more than a year after Mr Murrell, 59, was first arrested and released
without charge, which saw the couple’s home searched by police and a blue
forensics tent erected outside the property.

On Thursday, Police Scotland said: “The man, who was previously arrested as a
suspect on 5 April 2023, was taken into custody at 9.13am and is being
questioned by Police Scotland detectives.

“The matter remains active for the purposes of the Contempt of Court Act 1981
and the public are therefore advised to exercise caution if discussing it on
social media.

“As the investigation is ongoing we are unable to comment further at this time.”

The police inquiry – dubbed Operation Branchform – has been ongoing since July
2021.

Ex-party treasurer MSP Colin Beattie has been arrested and released as part of
the probe, as has former first minister and ex-SNP leader Ms Sturgeon.

Following her arrest in June 2023, Ms Sturgeon said: “The thing that sustains me
right now is the certainty that I have done nothing wrong.”

Image:
Police Scotland officers searched Ms Sturgeon and Mr Murrell’s home last year.
Pic: PA

Image:
Pic: PA

The SNP previously said it was “cooperating fully” with the probe and would
continue to do so.

The long-running inquiry is linked to the spending of around £600,000 raised by
SNP supporters to be earmarked for Scottish independence campaigning. It is
understood there have been complaints the ringfenced cash has been used
improperly by being spent elsewhere.

In July last year, then Police Scotland chief constable Sir Iain Livingstone
said Operation Branchform had “moved beyond what some of the initial reports
were”.

He said he would not put an “absolute timeframe” on the length of the
investigation, but that it would be “proportionate and timeous”.

Image:
Ms Sturgeon and Mr Murrell in 2019. Pic: PA

Mr Murrell stepped down as SNP chief executive in March 2023 after more than 20
years in the role.

His resignation came amid the party leadership contest to replace his wife after
it was revealed SNP membership numbers had dropped by around 30,000 since 2021.

The SNP previously called the reports “both malicious and wholly inaccurate”.
Shouldering the blame for the party’s responses to the media over membership
numbers, Mr Murrell admitted: “While there was no intent to mislead, I accept
that this has been the outcome.”

Image:
Police also searched the SNP headquarters in Edinburgh. Pic: PA

Following Mr Murrell’s arrest last year, the SNP’s headquarters in Edinburgh was
searched, and a camper van, thought to be worth around £110,000, was seized from
outside the Fife home of his mother.

Scottish Conservative chairman Craig Hoy said the re-arrest of Mr Murrell was
“an extremely serious development”.

The Tory MSP said: “It’s essential that all SNP staff and politicians, past and
present, cooperate fully with Police Scotland.”

He added that “this complex investigation has been going on for three years and
it’s vital that the SNP are fully open and transparent so that the police can
finally conclude their probe”.

Scottish Labour deputy leader Dame Jackie Baillie said: “This is another
incredibly concerning development in this long-running investigation.

“It is essential that Police Scotland is able to proceed with this investigation
without interference.”



Checkout latest world news below links :
World News || Latest News || U.S. News

Source link

The post Nicola Sturgeon’s husband Peter Murrell re-arrested amid police
investigation into SNP funding and finances appeared first on WorldNewsEra.",0.01129783
2024-04-18 17:34:44,high interest rates threaten rollout of green economy: wood mackenzie report,"CALGARY — A new report says if high interest rates persist, it will be harder and more costly for society to transition to a net-zero economy. The report by global consultancy Wood Mackenzie says high interest rates are putting disproportionate pressure on renewable energy developers as well as on emerging technologies... read full story ",0.044246957
2024-04-18 17:42:29,watch cnbc's full interview with the german finance minister,"Squawk Box Europe
Watch CNBC’s full interview with the German finance minister
Christian Lindner, the finance minister of Germany, speaks to CNBC’s Karen Tso at the IMF Spring Meetings in Washington, D.C.
15:19
Get this delivered to your inbox, and more info about our products and services.
Advertise With Us
© 2024 CNBC LLC. All Rights Reserved.  A Division of NBCUniversal
Data is a real-time snapshot *Data is delayed at least 15 minutes.       Global Business and Financial News, Stock Quotes, and Market Data       and Analysis.",0.01643552
2024-04-18 17:24:46,google’s restructuring shows ai’s impact on finance function," Amid a changing business landscape, digital innovation is reshaping the growth calculus for organizations. 
And with the news Wednesday (April 17) that Google CFO Ruth Porat is restructuring the tech giant’s finance team as the company looks to redistribute resources toward artificial intelligence (AI), the impact of embracing a more technology-driven approach is top of mind for the finance functions and chief financial officers of enterprises both large and small.  
That’s because today’s CFOs are increasingly finding themselves at the forefront of digital transformation, acting as key decision-makers in investing in technologies that add value to their business and its stakeholders. 
After all, where a business spends its money tends to inform, if not represent, its go-forward strategy, and areas like liquidity management, working capital management, compliance, cybersecurity, and fraud prevention are more important than ever. Businesses working with legacy functions across these areas can find themselves bogged down in manual tasks and left vulnerable to nimbler and more agile competitors. 
By harnessing innovative technologies like AI, CFOs can drive operational excellence, optimize resource allocation, and deliver unparalleled value to key stakeholders — particularly when digital investments are made against a backdrop of long-term enterprise growth objectives. 
“As a CFO, being on top of current technology is really important structurally for so many areas of the business,” Anna Brunelle, CFO at May Mobility, told PYMNTS this past February.  
And as PYMNTS has long been covering, the emergence of sophisticated tools and digital technologies has revolutionized finance operations. Automation, data analytics, and AI are increasingly combining to enable modern CFOs to streamline existing processes, gain deeper insights from cross-departmental information centers, and make data-driven decisions in real time and with greater efficiency. 
“Turning to automation transformed our finance department,” LiquidX CFO Abhishek Khandelwal told PYMNTS. “Things that used to take hours, for example analysts spending around 80% of their time pulling data and not analyzing it, are much more streamlined. It has totally transformed jobs, freeing up valuable time for more strategic exercises.” 
Looking ahead, Khandelwal noted that considering advances in AI capabilities, “reporting through an Excel spreadsheet or a PDF document or even a dashboard is going to be outdated. People will have access to real-time data through a gen AI interface. They can type in any question that they want and get an answer right away… If you want to retain good talent in today’s environment, you cannot give them something to do that is, for lack of a better word, boring.” 
While the traditional responsibilities of finance teams, including cash management, internal and external reporting, talent development, risks and controls, and scenario planning aren’t going away any time soon, implementing digital tools can provide a step function increase in workflow output. 
“Technology-driven growth, especially artificial intelligence, especially automation, these are things that as a finance department that we can really leverage,” PayByPhone Chief Financial Officer Nick Hamill told PYMNTS. 
Echoing that sentiment, Scott Casey, CFO at Robin AI, told PYMNTS that, “It’s a lot easier to get up and running quickly now with things that give you a much better view of your business … and those tools have enabled finance to even accelerate the value that they can bring to the whole company.” 
When it comes to leveraging innovation for enterprise growth, as Amy Wang, CFO at Procurify, told PYMNTS, “It’s still building out for scale, but instead of scaling with headcount, which we’ve traditionally been doing as a finance organization, it’s scaling with technology and leaning into automation.” 
Still, it is important for finance leaders to remember that automated tools like AI are only as good as their implementation, and a poorly implemented solution can end up being worse than doing things the old-fashioned way. After all, automating an inefficient process only results in more inefficiencies, not the streamlining of them. 
“The finance function has been dealing with AI for some time. I don’t want to say we’re the tip of the spear on this, but tools such as expense management tools in the accounting function [have long been built on AI],” Jim Sparks, CFO at Kalderos, told PYMNTS . “In a perfect world, I think artificial intelligence won’t replace humans, but it will make humans more effective by unlocking insights and making projections more accurate.” 
At the end of the day, like all investments, the adoption of AI within the finance office needs to be measured and implemented as appropriate. It would be foolish of CFOs to simply chase after what’s new just because of the buzz surrounding it versus any defined business goal.",0.1619926
2024-04-18 18:19:10,"12:28 et
latest burford quarterly explores 15 years of growth and evolution in legal finance

burford capital, the leading global finance and asset management firm focused on law, today releases its latest burford quarterly, a journal of legal ...","Latest Burford Quarterly Explores 15 Years of Growth and Evolution in Legal Finance
News provided by
Apr 18, 2024, 12:28 ET
Share this article
Share this article
Share toX
Experts from top law firms and consultancies weigh in on how legal finance has transformed the business of law
NEW YORK, April 18, 2024 /PRNewswire/ -- Burford Capital, the leading global finance and asset management firm focused on law, today releases its latest Burford Quarterly, a journal of legal finance that explores the top trends at the nexus of law and finance.
Articles in the Burford Quarterly 2 2024 include:
Visualizing 15 years of legal finance
Since its founding, Burford has deployed $7.7 billion to the business of law, which represents billions in value creation and cost avoidance for businesses. This article illustrates what $7.7 billion represents in value generation, lawyer hours and more.
Leveraging disputes: How CFOs are generating value from legal assets
As CFOs navigate financial challenges in an uncertain economy, they seek new ways to add value. Strategic management of legal assets to optimize their balance sheets and enhance liquidity can accomplish this.
From defense to offense: The strategic evolution in corporate claims pursuits
Businesses are becoming more strategic and efficient in how they approach litigation and arbitration claims, protecting their interests while maintaining focus on core operations.
Global perspectives: Trends shaping the commercial arbitration landscape
Experts shed light on current trends shaping the global commercial dispute landscape including the use of AI, the impact of current conflicts and geopolitical tensions and the increasing importance of legal finance in arbitration.
Expert insights: Offshore insolvency roundtable
Burford moderates a roundtable of offshore insolvency experts as they discuss top challenges and opportunities in offshore markets.
David Perla, Co-COO of Burford Capital, said: ”Our latest Burford Quarterly demonstrates how far Burford and the commercial legal finance industry has evolved since Burford’s founding 15 years ago. What was once considered a niche tool for impecunious claimants is now widely accepted as a mainstream corporate finance solution by CFOs, GCs, law firm litigators and insolvency practitioners.”
About Burford Capital
Burford Capital is the leading global finance and asset management firm focused on law. Its businesses include  litigation finance  and risk management, asset recovery and a wide range of legal finance and advisory activities. Burford is publicly traded on the New York Stock Exchange (NYSE: BUR ) and the London Stock Exchange (LSE: BUR), and it works with companies and law firms around the world from its offices in New York, London, Chicago, Washington, DC, Singapore, Dubai, Sydney and Hong Kong.
For more information, please visit  www.burfordcapital.com .
This announcement does not constitute an offer to sell or the solicitation of an offer to buy any ordinary shares or other securities of Burford.
SOURCE Burford Capital",0.14644828
2024-04-18 18:30:00,condor capital wealth management ceo ken schapiro recognized for 2024 njbiz leaders in finance award," SOMERSET, NJ / ACCESSWIRE / April 18, 2024 / Condor Capital Wealth Management is honored to announce that Chief Executive Officer Ken Schapiro has been named recipient of the NJBiz Leaders in Finance award for 2024. He and other honorees were recognized during an awards ceremony on April 18 at the Doubletree by Hilton Somerset Hotel and Conference Center. 
Honorees for the NJBiz Leaders in Finance are selected by a panel of experienced judges in the financial industry. Candidates for 2024 included those in categories such as banking, corporate, investment, and blockchain. The panel evaluates nominees based on their professional contributions as well as industry and community involvement. 
For the announcement by NJBiz and the full list of honorees, please click here. 
Condor Capital Wealth Management 
Condor Capital Wealth Management is an employee-owned, SEC-registered investment advisor employing 26 professional and support staff. Condor has been in Martinsville, NJ, for over 25 years and enjoys being part of and servicing the local community and out-of-state clients. For Condor, the client always comes first; fees are based only on portfolio size, not sales commissions or number of trades. As a true fiduciary, Condor always works in a client’s best interest. Advisors take the time to identify clients’ short- and long-term goals, risk tolerance, tax issues, and other concerns to construct a well-diversified portfolio and ensure clients always have a plan. 
To learn more about Condor Capital Wealth Management and other awards and accolades, please visit https://www.condorcapital.com/ or call 732-356-7323. 
SOURCE: Condor Capital Wealth Management 
View the original press release on accesswire.com",0.061624866
2024-04-18 18:41:34,"aptos labs collaborates with microsoft, brevan howard and sk telecom to bring global institutional finance on-chain with aptos ascendcoinjournal.net","Cryptocurrency Brand Comparison Reviews
English (US)
 Previous article Aptos Labs collaborates with Microsoft, Brevan Howard and SK Telecom to bring global institutional finance on-chain with Aptos Ascend Next article 
Home Latest Cryptocurrency News Aptos Labs collaborates with Microsoft, Brevan Howard and SK Telecom to bring global institutional finance on-chain with Aptos Ascend
Aptos Labs collaborates with Microsoft, Brevan Howard and SK Telecom to bring global institutional finance on-chain with Aptos Ascend
18 April 2024
Washington, United States, April 18th, 2024, Chainwire
Aptos Ascend, powered by Microsoft Azure OpenAI and implemented in consultation with Boston Consulting Group, to enable regulatory-compliant digital asset management at scale for financial institutions with global reach.
Aptos Labs today announced a collaboration with Microsoft, Brevan Howard, and SK Telecom (SKT) to deliver to the global financial market Aptos Ascend, a suite of end-to-end institutional solutions including a permissioned network and Digital Asset Controls powered by SKT’s Wallet-as-a-Service product and the scalable, secure Aptos blockchain. Aptos Ascend will also tap Brevan Howard’s industry leadership and expertise to develop a seamless path for any major bank or financial institution to begin offering digital currency and asset management to their clients responsibly and at scale.
Boston Consulting Group (BCG) will be Aptos’ Labs preferred consulting partner, leveraging its global expertise in decentralized finance, digital assets, and AI to work with companies to implement the solutions. As one of the world’s leading management consulting firms, BCG has a strong track record in delivering and implementing large-scale digital transformations for major financial institutions.
“Global institutions require superior levels of compliance, security, trust, and innovation to service customers, operate across borders, and adhere to regulations at every level,” said Mo Shaikh, Co-Founder & CEO of Aptos Labs. “In collaboration with SKT, Brevan Howard and Microsoft, Aptos Ascend will provide the world’s financial institutions, banks, and tech-forward money markets with a performant, compliant, secure, and scalable gateway to decentralized finance on Aptos that will evolve for years to come.”
“We see a tremendous opportunity at the intersection of AI and distributed ledger technologies and are pleased to support Aptos and the Ascend Project as they apply these technologies in financial services,” says Adrian Crockett, GM & Head of Product, Microsoft Cloud for Financial Services.
“We continue to have high conviction in the positive impact that the application of Web3 and blockchain technology will have on the financial services industry,” said Gautam Sharma, CEO & CIO of Brevan Howard Digital. “It is still early days, and we are pleased to support initiatives like Ascend that may help propel the industry forward.”
“With a growing trend of tokenization in traditional finance, we expect the partnership to create a strong model for innovation in the future financial market,” said Oh Se-hyeon, Vice President and Head of Web3 CO at SKT. “Built upon SKT’s trusted KYC/authentication business experience, T wallet (Wallet as a Service) aims to provide a stable platform for various crypto services to be provided with high reliability and security.”
In addition to bringing traditional finance giants, innovative fintech partners, money market platforms, and global investment firms into the Web3 fold, Aptos Ascend will enable organizations to:
Unlock unparalleled transaction efficiency with the Aptos blockchain thanks to an industry-leading sub-second latency—built for scale to achieve more than 30,000 transactions per second (TPS).
Use the Move smart contract language and Digital Asset Controls, which provide secure asset management, privacy options, and formal verification of smart contracts, greatly reducing the risk of hacks.
Collaborate with like-minded partners to build an extended ecosystem from the start to deliver scale from day one to encourage adoption.
Further explore financial services solutions with dedicated support from the Aptos Labs’ engineering team to develop additional functions and features as required.
The institution-ready, end-to-end financial suite will use Microsoft Azure and Azure OpenAI Service, along with Brevan Howard’s international and market-specific investment expertise, and SKT’s regulatory-compliant Web3 technology, to pair innovative trade finance offerings with a decentralized, scalable, data-rich, and accessible network. Adding BCG’s strategic consulting expertise will enable Aptos Labs clients to implement the technology solutions seamlessly within their institutions. While the Aptos Ascend solutions will continue to evolve, immediate value at a global scale will take the form of:
Expanding decentralized finance to institutional capital.
Unlocking the uncollateralized lending market for Web3.
Releasing the liquidity of tokenized assets on a global scale.
Aptos Ascend is designed to help regulated institutions around the world meet their obligations to customers, regulators, and other stakeholders. Further, Aptos Ascend includes unparalleled customizable configurations to meet specific business and regulatory requirements, including:
Access controls to help institutions meet regulatory requirements.
Controls over the types of transactions allowed and which entities can control transaction types.
Tools to maintain account and transaction privacy.
Embedded features for Know Your Customer (KYC) and anti-money laundering (AML) checks and other regulatory considerations.
For more information and to explore Aptos Ascend, visit https://aptosascend.com/ .
###
For media inquiries, email: [email protected] .",0.776671
2024-04-18 18:37:35,"turkish economy on right track, monetary policy fully functional -finance minister","Turkish economy on right track, monetary policy fully functional -finance minister
April 18, 2024 at 02:37 pm EDT
Share
April 18 (Reuters) - Turkey’s monetary policy set in place is fully functional and the policy mix going forward will be more supportive, but more time is needed to see its effects and convince society at large, Finance Minister Mehmet Simsek said on Thursday.
”We’re doing all the right things, we’re on the right track, but we need time to show results, to convince the broader society,” Simsek said at an event on the sidelines of the International Monetary Fund/World Bank spring meetings in Washington.
Simsek said part of the structural transformation of Turkey’s economy goes along with a new industrial policy, which he said will be ”pretty transparent and rules-based.”
”We want to channel resources to more productive areas, to reduce our carbon footprint, to make the economy more competitive, but also to see how we can enhance growth potential to higher productivity,” Simsek said.
”When it comes to economic complexity, we know where we stand in the value chain. We’re not where we would like to be, and that’s why the reform comes in.”
(Reporting by Rodrigo Campos in New York and Huseyin Hayatsever in Ankara; Editing by Chizu Nomiyama and Andrea Ricci)
Share",0.6029088
2024-04-18 18:51:08,nicola sturgeon’s husband peter murrell charged in police probe into snp finances,Former chief executive of party accused over claims of embezzlement of party funds... read full story ,0.020496065
2024-04-18 18:47:58,design is poised to contribute to saudi arabia’s economy," MILAN — When French design collective Hall Haus traveled to Saudi Arabia to begin Haus Dari, a modern-Majlis-type seating system that mimics desert dunes, settling on the approach and seeing their creation come to fruition took a good six weeks. 
Started in 2020 by Zakari Boukhari, Sammy Bernoussi, Teddy Sanches and Abdoulaye Niang, the firm’s design ethos is based on its diverse mix of backgrounds, influenced by hip-hop culture, fashion, art and architecture. “We didn’t know anything about Saudi manufacturing, it was a challenge but in the end, we learned about them and they learned about us,” said Boukhari. 
More from WWD 
Molteni&C Celebrates 90 Years in Milan 
Hall Haus was in Milan this week as part of the group brought by the Arts and Creative Industries at the Royal Commission for the ancient city of Alula to exhibit prototypes from the inaugural Alula Design Residency. 
Bridging the divide between international trailblazers and Saudi manufacturing is the bedrock of a larger plan to build new industries within the Saudi Arabian economy. 
Under the curation of architect Ali Ismail Karimi, the work of the residency’s five design practices were on display: Leen Ajlan from Saudi Arabia; Bahraini—Danish, the architectural office with offices in both Bahrain and Denmark; Hall Haus and Studio Leo Orta from France, as well as Studio Raw Material from India. Madrasat Addeera, the Alula-based school set up to safeguard and perpetuate traditional crafts, also showed the designs for Madrasat Addeera Editions, the fruit of the creative dialogue between the local design community in Alula and a range of well-known Saudi and international designers and artisans. 
Hall Haus’ Zakari Boukhari, Sammy Bernoussi, Teddy Sanches and Abdoulaye Niang. 
The design initiatives are a small but significant part of the Saudi government’s strategy to drive the growth and diversification in its economy, working toward several of its Vision 2030’s goals, including increasing the private sector’s contribution to GDP to 65 percent and increasing the contribution of non-oil exports from 16 percent to 50 percent, among other goals. 
It’s unclear how much the Saudi government has invested in the design industry. According to the State of Fashion in Saudi Arabia report for 2023, fashion by comparison contributed 1.4 percent of the nation’s GDP and 230,000 jobs in 2022. 
“We are working alongside local and global arts and design communities to inspire a new generation of creatives to grow our design economy in line with the ambitions of Vision 2030,” said Nora Albadal, executive director of arts and creative industries at the Royal Commission for Alula. A real driving force in a new wave of investment, she explained, was the establishment of the Ministry of Culture’s Architecture and Design Commission in 2018. “Saudi now has a growing number of impactful institutions and organizations that have launched initiatives across the country,” she added, noting that Saudi Arabia already has “a flourishing design sector” that draws from its own heritage of art and craftsmanship. Other initiatives to propel Saudi Arabian potential to the fore included the presentation of the Alula Design Award during the 2023 Paris Design Week. 
Elsewhere at the exhibit, which was a major draw to Milan Design Week here, Argentine artist Cristián Mohaded presented AlWaha, a sculptural divider made with the Al Khous palm-weaving technique, which is one of the oldest artisan practices in the region. Mohaded, who also works internationally as an independent designer in the fields of furniture, lighting, products and installation, said the experience of working with the region’s local artisans was “amazing,” explaining that craftspeople turn the treated palms into endless rolls of tape. “When you work on this kind of project and you start to understand you don’t want to change anything [they do]… you really start to appreciate the transformation of the material.” 
Design Space Alula also commissioned Cloud, the multidisciplinary practice founded by Paul Cournet and Netherlands-based artist Sabine Marcelis, for the scenography of the exhibition. 
Cristián Mohaded’s AlWaha room divider (left).",0.16167702
2024-04-18 18:57:54,"g20 economies adjusting to delays in fed rate cut, brazil’s finance chief says","(marketscreener.com) WASHINGTON, April 18 - G20 finance ministers and central
bank governors are adjusting to expectations for a later start to U.S. interest
rate cuts, which has caused a worldwide asset repricing and increased the
urgency for debates on debt, Brazil's finance leaders said on Thursday. ...
https://www.marketscreener.com/news/latest/G20-economies-adjusting-to-delays-in-Fed-rate-cut-Brazil-s-finance-chief-says--46471869/?utm_medium=RSS&utm_content=20240418",0.08314494
2024-04-18 19:09:49,personal finance links: keeping your focus,"Personal finance links: keeping your focus
April 17, 2024
Personal finance links: keeping your focus
April 17, 2024
Wednesdays are all about personal finance here at Abnormal Returns. You can check out last week’s links including a look at why you need to revisit your estate plans on a regular basis.
Quote of the Day
”It’s hard to explain what motivates people to keep working. For some people it’s financial. For others, it’s the joy or even inner-competitiveness and drive to keep moving forward... or merely the need for something intellectually stimulating to keep their focus.”
Tweet Pocket Instapaper
Investing
Wednesday links: tempted by drawdowns
This content, which contains security-related opinions and/or information, is provided for informational purposes only and should not be relied upon in any manner as professional advice, or an endorsement of any practices, products or services. There can be no guarantees or assurances that the views expressed here will be applicable for any particular facts or circumstances, and should not be relied upon in any manner. You should consult your own advisers as to legal, business, tax, and other related matters concerning any investment.
The commentary in this “post” (including any related blog, podcasts, videos, and social media)  reflects the personal opinions, viewpoints, and analyses of the Ritholtz Wealth Management employees providing such comments, and should not be regarded the views of Ritholtz Wealth Management LLC. or its respective affiliates or as a description of advisory services provided by Ritholtz Wealth Management or performance returns of any Ritholtz Wealth Management Investments client.
References to any securities or digital assets, or performance data, are for illustrative purposes only and do not constitute an investment recommendation or offer to provide investment advisory services. Charts and graphs provided within are for informational purposes solely and should not be relied upon when making any investment decision. Past performance is not indicative of future results. The content speaks only as of the date indicated. Any projections, estimates, forecasts, targets, prospects, and/or opinions expressed in these materials are subject to change without notice and may differ or be contrary to opinions expressed by others.
Please see disclosures here.
Please see the Terms & Conditions page for a full disclaimer.
Abnormal Returns, since its launch in 2005, has brought the best of the finance and investment blogosphere to its readers. I am also the Director of Investor Education at Ritholtz Wealth Management LLC . More here .  For disclosure information please see here .
Mentions
Leave this field empty if you’re human:
Search the site",0.021104973
2024-04-18 19:12:59,asbestos in playground mulch—how to avoid a repeat of this circular economy scandal,"Asbestos has been found in mulch used for playgrounds, schools, parks and gardens across Sydney and Melbourne. Local communities naturally fear for the health of their loved ones. Exposure to asbestos is a serious health risk—depending on its intensity, frequency and duration—as it may lead to chronic lung diseases. ... read full story ",0.02134466
2024-04-18 18:36:38,having a conversation with your partner about finances is the ‘biggest thing’: jason tartick,"CLIP
Having a conversation with your partner about finances is the ‘biggest thing’: Jason Tartick
‘Talk Money to Me’ author Jason Tartick joins ‘The Big Money Show’ to discuss his new book, shedding light on the importance of discussing your finances with your partner.",0.06891984
2024-04-18 19:28:57,‘they will not win’: sweden’s finance minister insists ukraine cannot lose the war,"Squawk Box Europe
‘They will not win’: Sweden’s finance minister insists Ukraine cannot lose the war
Swedish Finance Minister Elisabeth Svantesson tells CNBC’s Karen Tso that Europe can’t afford to let Russian win its war with Ukraine as it would lead to troubling events in the coming years.
06:21",0.015027508
2024-05-17 15:18:12,bitcoin set for 9.7% weekly gain as soft cpi report boosts rate cut hopes,"Bitcoin ( BTC-USD ) is set to rise 9.7% on a weekly basis as a softer-than-expected retail inflation report earlier in the week fueled rate cut hopes. The world's oldest cryptocurrency caught a bid on Monday as traders awaited the key inflation report slated to come later in the week. BTC rose ~8% and crossed the $66K mark on Wednesday after soft reports on consumer inflation and retail sales bolstered expectations that the Federal Reserve could commence interest-rate cuts sooner this year. The cryptocurrency then continued to trade in a narrow range of $64.6K-$66.7K for the rest of the week. ""The market has seen a swift pickup of Bitcoin price to $66K after the CPI data was lower than expected. The market rallied as this is seen as a possible bullish shift,"" -Lucy Hu, senior analyst, Metalpha said. The U.S. Consumer Price Index eased on a monthly basis in April, while the retail sales, flatlined from a month before after downwardly revised increases in the previous two months. ""Global investors should continue paying attention to other macro indicators in the coming months,"" Hu added. ""After CPI data showed that inflation had cooled in April, the market is now attributing greater probability to the Fed easing monetary policy this year. As a result, asset prices across the board rallied, including equities and Bitcoin,"" said Cory Klippsten, CEO of Swan, a Bitcoin financial services firm. Notable News Coinbase Global ( COIN ) closed lower on Thursday following a media report that CME Group ( CME ) is planning to start Bitcoin ( BTC-USD ) trading in hopes of profiting from the increasing demand from money managers to add exposure to crypto. MicroStrategy ( MSTR ) stock rose after MSCI ( MSCI ) said it will add the software-turn-bitcoin-proxy stock to its MSCI World Index as of the close on May 31, 2024. Robinhood Markets ( HOOD ) said trading volumes in April increased for options and declined for equities and crypto compared with trading volumes in March. Bitcoin ( BTC-USD ) will continue to oscillate in the $55K-$75K trading range for at least the current quarter, contended Michael Novogratz, Founder and CEO of crypto investment firm Galaxy Digital Holdings ( OTCPK:BRPHF ). Coinbase ( COIN ) has resolved a ""system-wide outage"" that may have caused failures when sending crypto or withdrawing fiat. Bitfarms ( BITF ) ousted Geoffrey Morphy as its president and CEO, effective immediately, after he filed a suit against the company. Bitcoin, Ether prices Bitcoin ( BTC-USD ) was up 2.1% to $66.7K at 3:15 pm on Friday, and Ether ( ETH-USD ) rose ~4.5% to $3.4K. More on crypto Bitcoin: Recovery Attempt Fails, Summer Doldrums Loom (Technical Analysis) Ethereum Can't Seem To Catch Bitcoin Bitcoin: Future Results, Not Past Performance (Technical Analysis) Bitcoin climbs as soft CPI, retail sales reports bolster rate-cut optimism",0.2831069
2024-05-17 10:58:26,blackrock’s rieder says fed rate cut would tame inflation by tamping down services demand,"BlackRock’s head of global fixed income says the Federal Reserve should cut interest rates to cool inflation as that would dampen demand in the services side of the world’s largest economy. With benchmark rates lingering at their highest in more than two decades, affluent Americans are earning the most they have in years from fixed-income investments, Rick Rieder, BlackRock’s chief investment officer of global fixed income, said on Bloomberg’s “Wall Street Week” program . “People who are middle to higher income are now getting a big benefit from these interest rates, and those are the people that spend, on aggregate, on services,” he said. “Because goods prices have come down so much, it's allowing for disposable income to go into services. That's actually buoying prices in services,” Rieder said. The “price of a pair of tennis shoes is what it was 20 years ago. If you go to a tennis match, it's double what it used to be,” he said. Rieder said the Fed holding interest rates high is a “huge benefit” to people 55 years and older who have been saving money. “They're turning around and spending,” he said. Inflation is sticky in health and auto insurance and other services, Rieder said. “They're unresponsive to interest rates and older people, middle to high income, are spending and are keeping that service level inflation at high levels.” Rieder's interview aired after the April inflation report release this week showed some moderation in prices, sending Treasury yields ( US10Y )( US2Y ) lower on ramped-up expectations for the Fed to start cutting rates this year. “The worst fears were allayed,” by the April data, with prices for transportation services and rent coming down “encouraging,” he said. Investors can keep track of bond market moves through ETFs including: iShares 20+ Year Treasury Bond ETF ( TLT ) iShares iBoxx $ Investment Grade Corporate Bond ETF ( LQD ) Equity ETFs include: SPDR S&P 500 ETF Trust ( SPY ) Vanguard S&P 500 ETF ( VOO ) Invesco QQQ Trust ETF ( QQQ ) More on the economy and the markets Neel Kashkari says Fed likely needs to stay put 'a while longer' SA Analysts weigh in on the latest inflation data Fed won’t cut rates until it sees ‘consistent’ downward trend in inflation – IHS Markit Dividend Roundup: Home Depot, Alibaba, Johnson & Johnson, Yum! Brands, and more SP500: The Euphoria Stage",0.23135139
